"norm","t","skst","ald","aparch-skst","NA","fix.ald","his"
"116",-0.0538523877266305,-0.052835943614906,-0.0655949703646918,-0.081547845397807,-0.0582796270077754,-0.0582796270077754,-0.0773349360938535,-0.0683550421569539
"117",-0.0524262673671904,-0.0516701041832859,-0.0568054760428897,-0.0760063312115815,-0.0626242408070817,-0.0626242408070817,-0.0773349360938535,-0.0683550421569539
"118",-0.0505533532182966,-0.0499458816495047,-0.0501138205173601,-0.0703793588124757,-0.0594817159495094,-0.0594817159495094,-0.0773349360938535,-0.0683550421569539
"119",-0.0482829695203609,-0.0476293466427374,-0.0429174786991101,-0.0594121529976578,-0.0589250440631954,-0.0589250440631954,-0.0773349360938535,-0.0683550421569539
"120",-0.0463252434003164,-0.045640321738523,-0.0390398494346262,-0.0542847321035871,-0.0575702139513437,-0.0575702139513437,-0.0773349360938535,-0.0683550421569539
"121",-0.0445563738711609,-0.0438362035671835,-0.0366742598640965,-0.0510067358160647,-0.0566600072208055,-0.0566600072208055,-0.077040433132453,-0.0683550421569539
"122",-0.0532857901934847,-0.0527777330996414,-0.113523561361553,-0.0851559338712009,-0.0671709661710476,-0.0671709661710476,-0.077040433132453,-0.0683550421569539
"123",-0.0507899391419245,-0.0502690980034972,-0.0802566949894489,-0.0696324080177619,-0.0610325469620114,-0.0610325469620114,-0.077040433132453,-0.0683550421569539
"124",-0.0486152422409306,-0.0480851148678597,-0.0620328356713951,-0.061331616632398,-0.0633398592700775,-0.0633398592700775,-0.077040433132453,-0.0683550421569539
"125",-0.0479625399768553,-0.0476288118156832,-0.0559895626307713,-0.0636464728881035,-0.0581017972049705,-0.0581017972049705,-0.077040433132453,-0.0683550421569539
"126",-0.0461319294027558,-0.0457719061334521,-0.0481226181207297,-0.058369073355563,-0.0616491538584952,-0.0616491538584952,-0.0769416575799251,-0.0679905694185898
"127",-0.0463897472402253,-0.0462757595060443,-0.0538912498743356,-0.0642330225753971,-0.0558802309165209,-0.0558802309165209,-0.0769416575799251,-0.0679905694185898
"128",-0.0444833416751954,-0.044233225343274,-0.045314640029184,-0.0547950760256228,-0.059464372393986,-0.059464372393986,-0.0769416575799251,-0.0679905694185898
"129",-0.0443073082069579,-0.0442773063729811,-0.0481343150118338,-0.0604850225554721,-0.0569961550893214,-0.0569961550893214,-0.0769416575799251,-0.0679905694185898
"130",-0.0504217901512874,-0.0507621676802808,-0.078285695002187,-0.0831169990740899,-0.0650109713403471,-0.0650109713403471,-0.0769416575799251,-0.0679905694185898
"131",-0.0506409921010033,-0.0512547004508291,-0.0679948278873871,-0.0828227208680477,-0.0582665524787364,-0.0582665524787364,-0.0770231774225865,-0.0679905694185898
"132",-0.0484154917169126,-0.0489216264852452,-0.0546628752257152,-0.0696791004188472,-0.063095803496638,-0.063095803496638,-0.0770231774225865,-0.0679905694185898
"133",-0.0463187532189912,-0.0466787869331847,-0.0460026205212649,-0.0589324985213678,-0.0575101149624006,-0.0575101149624006,-0.0770231774225865,-0.0679905694185898
"134",-0.0446676085368859,-0.0449026570927717,-0.0413026879765219,-0.0543127325105991,-0.0588695518947254,-0.0588695518947254,-0.0770231774225865,-0.0679905694185898
"135",-0.0459639880488484,-0.0465566791752968,-0.0548336610472456,-0.0660758022082414,-0.0598874978634609,-0.0598874978634609,-0.0770231774225865,-0.0679905694185898
"136",-0.0476061638129262,-0.0485687128622852,-0.0603260611063584,-0.0753166991279406,-0.0607405615600925,-0.0607405615600925,-0.0768809347511476,-0.0679905694185898
"137",-0.0456331080603446,-0.0464276769074897,-0.0497757952352477,-0.064395850655233,-0.058175661492418,-0.058175661492418,-0.0768809347511476,-0.0679905694185898
"138",-0.0460911257919511,-0.0470036553223007,-0.0547826487048929,-0.0690709526632938,-0.0566591809435152,-0.0566591809435152,-0.0768809347511476,-0.0679905694185898
"139",-0.0441747765433573,-0.0448771183638348,-0.0458168066453444,-0.0575498530445939,-0.0573659855957022,-0.0573659855957022,-0.0768809347511476,-0.0679905694185898
"140",-0.0424962082366969,-0.0429904661299028,-0.040193579133865,-0.0509885031005978,-0.0548706888815509,-0.0548706888815509,-0.0768809347511476,-0.0679905694185898
"141",-0.042040569640199,-0.0425056540397693,-0.0435212219240778,-0.0538736867589293,-0.0543255238448688,-0.0543255238448688,-0.0768822269505398,-0.0679905694185898
"142",-0.0412181938003038,-0.0415832765535847,-0.0425298042474124,-0.0536106207303,-0.0533783360783704,-0.0533783360783704,-0.0768822269505398,-0.0679905694185898
"143",-0.0400704099229306,-0.0402691219851357,-0.0396042814704964,-0.0506838882122441,-0.0527534420820421,-0.0527534420820421,-0.0768822269505398,-0.0679905694185898
"144",-0.0386949632639482,-0.0386722112565685,-0.0359819977471577,-0.0452765507246806,-0.051979481506049,-0.051979481506049,-0.0768822269505398,-0.0679905694185898
"145",-0.0376596089583149,-0.0375047194399014,-0.0358350641148849,-0.0457074254426693,-0.0519703416384704,-0.0519703416384704,-0.0768822269505398,-0.0679905694185898
"146",-0.0365344762378332,-0.0361797395348055,-0.0338531478141085,-0.0426443061624677,-0.0497732347502998,-0.0497732347502998,-0.0769785499932904,-0.0679905694185898
"147",-0.0362610555693482,-0.0359180229533961,-0.0378802178930549,-0.0476502233328063,-0.0516941817322885,-0.0516941817322885,-0.0769785499932904,-0.0679905694185898
"148",-0.03505403912304,-0.0344797640954848,-0.0347458499227652,-0.04258578327865,-0.0486421842110659,-0.0486421842110659,-0.0769785499932904,-0.0679905694185898
"149",-0.0340446181387442,-0.0332511410910708,-0.0326349137796059,-0.0392748982682716,-0.0492030885284729,-0.0492030885284729,-0.0769785499932904,-0.0679905694185898
"150",-0.0329986152288184,-0.0319732118466349,-0.0307994267015659,-0.0347156932479556,-0.047798503758945,-0.047798503758945,-0.0769785499932904,-0.0679905694185898
"151",-0.0342502487385534,-0.0334994481595114,-0.0431124232156748,-0.0474622223328247,-0.0493367506247249,-0.0493367506247249,-0.0765755008889121,-0.0676188003190036
"152",-0.0334649031091496,-0.0325797108776312,-0.0396027829373988,-0.0464183313982451,-0.0466628867123416,-0.0466628867123416,-0.0765755008889121,-0.0676188003190036
"153",-0.0324390896353217,-0.0313228239543459,-0.0356757548377938,-0.0404545631946342,-0.0469342561548782,-0.0469342561548782,-0.0765755008889121,-0.0676188003190036
"154",-0.0330953617038368,-0.0321551707536082,-0.040763211309278,-0.0482107319244211,-0.0473980599199087,-0.0473980599199087,-0.0765755008889121,-0.0676188003190036
"155",-0.0355999053333607,-0.0350231714885546,-0.050699895822091,-0.0598704398840377,-0.0489105616042735,-0.0489105616042735,-0.0765755008889121,-0.0676188003190036
"156",-0.0397989202736312,-0.0395765096944621,-0.0609777807184442,-0.0726990418044412,-0.0519657352297853,-0.0519657352297853,-0.0769803338887243,-0.0676188003190036
"157",-0.0393864536775339,-0.0391396490181068,-0.052271080438084,-0.0683809461858926,-0.0483449766199648,-0.0483449766199648,-0.0769803338887243,-0.0676188003190036
"158",-0.0381832206910385,-0.0377615005013489,-0.0444904155362532,-0.0601257266858509,-0.0500978593514114,-0.0500978593514114,-0.0769803338887243,-0.0676188003190036
"159",-0.0377153418195417,-0.0372389182848925,-0.0422924813982078,-0.0582644729798368,-0.0472740526965082,-0.0472740526965082,-0.0769803338887243,-0.0676188003190036
"160",-0.037310512617159,-0.0367840896236197,-0.0412430089009866,-0.0569209375254035,-0.048138099947623,-0.048138099947623,-0.0769803338887243,-0.0676188003190036
"161",-0.0392379536122516,-0.0390648556313298,-0.0523334800336468,-0.0660261972802245,-0.0508653177268239,-0.0508653177268239,-0.0767774288585823,-0.0676188003190036
"162",-0.0379224520529395,-0.0375721473905625,-0.0448475460022804,-0.0581803376430641,-0.0479932979881499,-0.0479932979881499,-0.0767774288585823,-0.0676188003190036
"163",-0.037432220450938,-0.0370835099740478,-0.0431278518715148,-0.0579289120790439,-0.0496820430275168,-0.0496820430275168,-0.0767774288585823,-0.0676188003190036
"164",-0.0420997754699367,-0.041918213278681,-0.0685858467928661,-0.0722688192590364,-0.0462299301857358,-0.0462299301857358,-0.0767774288585823,-0.0676188003190036
"165",-0.0405048495836489,-0.0401560704942035,-0.0543292713550437,-0.0615151039011242,-0.0506790194815222,-0.0506790194815222,-0.0767774288585823,-0.0676188003190036
"166",-0.0389735406295845,-0.0384364838026618,-0.0455456941073112,-0.0512967543087304,-0.0460984426960586,-0.0460984426960586,-0.0767236383389071,-0.0676188003190036
"167",-0.0417501776772652,-0.0416514878060938,-0.0570074162327668,-0.0658932230717188,-0.0538880596912456,-0.0538880596912456,-0.0767236383389071,-0.0676188003190036
